Id transacción,Comercio Id,Mes Operacion,Estado,Moneda,# Transacciones,Monto Transaccion,Monto Contracargo (Venta)
1378,44,1/7/2021,CANCELLED,MXN,1,1,0
1379,44,1/8/2021,COMPLETED,MXN,"23,422","1,682,080.75","115,962.35"
1380,44,1/8/2021,FAILED,MXN,"21,441","2,693,603.35",0
1381,44,1/8/2021,ERROR,MXN,9,870.95,0
1382,44,1/8/2021,CANCELLED,MXN,7,"384,730.64",0
1383,45,1/7/2021,COMPLETED,MXN,"27,988","9,009,903","158,047"
1384,45,1/7/2021,FAILED,MXN,"15,648","6,229,201.45",0
1385,45,1/7/2021,ERROR,MXN,54,"20,559",0
1386,45,1/8/2021,COMPLETED,MXN,"23,349","7,454,832.71","154,645"
1387,45,1/8/2021,FAILED,MXN,"13,988","6,407,092.35",0
1388,45,1/8/2021,ERROR,MXN,5,900,0
1389,46,1/7/2021,COMPLETED,MXN,"30,376","36,439,866.14",0
1390,46,1/7/2021,FAILED,MXN,"5,399","12,541,086.72",0
1391,46,1/7/2021,CANCELLED,MXN,34,"33,947",0
1392,46,1/8/2021,COMPLETED,MXN,"31,446","40,685,284.43",0
1393,46,1/8/2021,FAILED,MXN,"9,192","15,491,307.31",0
1394,46,1/8/2021,CANCELLED,MXN,6,"11,250",0
1395,47,1/7/2021,COMPLETED,MXN,"20,110","1,912,361.51","76,198.25"
1396,47,1/7/2021,FAILED,MXN,"16,180","1,890,835.60",0
1397,47,1/7/2021,ERROR,MXN,21,"2,331.80",0
1398,47,1/8/2021,COMPLETED,MXN,"22,512","1,880,882.91","69,739.15"
1399,47,1/8/2021,FAILED,MXN,"16,467","1,758,787.05",0
1400,47,1/8/2021,CANCELLED,MXN,17,"3,540,015.56",0
1401,47,1/8/2021,ERROR,MXN,15,"2,385",0
1402,48,1/7/2021,FAILED,MXN,"24,360","2,273,847.49",0
1403,48,1/7/2021,COMPLETED,MXN,"16,791","1,473,249.93","12,356.60"
1404,48,1/7/2021,ERROR,MXN,40,"2,949.13",0
1405,48,1/8/2021,FAILED,MXN,"18,785","2,096,080.12",0
1406,48,1/8/2021,COMPLETED,MXN,"14,065","1,417,576.33","10,418.71"
1407,48,1/8/2021,ERROR,MXN,6,445.77,0
1408,49,1/7/2021,FAILED,MXN,"20,891","7,666,909.21",0
1409,49,1/7/2021,COMPLETED,MXN,"14,962","3,107,644.71","165,102.48"
1410,49,1/7/2021,ERROR,MXN,29,"8,724",0
1411,49,1/8/2021,FAILED,MXN,"20,972","8,189,305.51",0
1412,49,1/8/2021,COMPLETED,MXN,"15,955","3,541,594.24","229,037.71"
1413,49,1/8/2021,ERROR,MXN,2,"1,374",0
1414,50,1/7/2021,COMPLETED,MXN,"25,733","13,808,403.47",0
1415,50,1/7/2021,FAILED,MXN,"8,096","6,185,626.94",0
1416,50,1/7/2021,ERROR,MXN,15,"6,240.52",0
1417,50,1/8/2021,COMPLETED,MXN,"27,421","13,381,301.90",817.74
1418,50,1/8/2021,FAILED,MXN,"11,016","4,735,180.21",0
1419,50,1/8/2021,ERROR,MXN,5,"6,257.25",0
1420,50,1/8/2021,CANCELLED,MXN,1,10,0
1421,51,1/7/2021,COMPLETED,EUR,"29,853","4,213,044.25",0
1422,51,1/7/2021,FAILED,EUR,"4,185","587,692.87",0
1423,51,1/7/2021,EXPIRED,EUR,"1,473","168,042.58",0
1424,51,1/7/2021,ERROR,EUR,6,"1,109.67",0
1425,51,1/8/2021,COMPLETED,EUR,"29,811","3,712,926.50",0
1426,51,1/8/2021,FAILED,EUR,"4,622","561,782.55",0
1427,51,1/8/2021,EXPIRED,EUR,"1,736","188,050.66",0
1428,51,1/8/2021,ERROR,EUR,9,"1,609.31",0
1429,52,1/7/2021,COMPLETED,MXN,"23,966","$11,525,192.80 ",0
1430,52,1/7/2021,FAILED,MXN,"8,875","4,912,731",0
1431,52,1/7/2021,CANCELLED,MXN,97,"433,186",0
1432,52,1/7/2021,IN_PROGRESS,MXN,17,"58,415",0
1433,52,1/7/2021,ERROR,MXN,12,"5,832",0
1434,52,1/8/2021,COMPLETED,MXN,"24,092","10,954,385.75",0
1435,52,1/8/2021,FAILED,MXN,"9,835","4,638,159.50",0
1436,52,1/8/2021,IN_PROGRESS,MXN,43,"65,546",0
1437,52,1/8/2021,CANCELLED,MXN,10,"14,501",0
1438,52,1/8/2021,ERROR,MXN,5,"2,541",0
1439,53,1/7/2021,COMPLETED,MXN,"20,762","123,117,252.64",0
1440,53,1/7/2021,FAILED,MXN,"8,079","64,730,718.98",0
1441,53,1/7/2021,EXPIRED,MXN,"1,578","11,042,775.82",0
1442,53,1/7/2021,ERROR,MXN,110,"575,403.59",0
1443,53,1/8/2021,COMPLETED,MXN,"23,798","124,162,453.30",0
1444,53,1/8/2021,FAILED,MXN,"9,521","65,413,575.77",0
1445,53,1/8/2021,EXPIRED,MXN,"2,036","12,481,750.92",0
1446,53,1/8/2021,ERROR,MXN,61,"288,557.72",0
1447,54,1/7/2021,FAILED,MXN,"36,649","66,729,490.19",0
1448,54,1/7/2021,COMPLETED,MXN,"6,704","12,659,492.87","501,338.63"
1449,54,1/7/2021,CANCELLED,MXN,137,"216,464.32",0
1450,54,1/7/2021,IN_PROGRESS,MXN,136,"233,162.63",0
1451,54,1/7/2021,ERROR,MXN,3,"13,639.45",0
1452,54,1/8/2021,FAILED,MXN,"20,427","41,026,220.82",0
1453,54,1/8/2021,COMPLETED,MXN,"1,229","2,595,461.04","318,720.88"
1454,54,1/8/2021,IN_PROGRESS,MXN,1,705.64,0
1455,55,1/7/2021,COMPLETED,MXN,"27,133","18,690,417.33",0
1456,55,1/7/2021,FAILED,MXN,"1,580","2,741,201",0
1457,55,1/7/2021,CANCELLED,MXN,26,"19,424","38,500"
1458,55,1/8/2021,COMPLETED,MXN,"33,088","25,035,133.09",0
1459,55,1/8/2021,FAILED,MXN,"1,383","3,342,123.52",0
1460,56,1/7/2021,FAILED,MXN,"20,911","30,521,410.50",0
1461,56,1/7/2021,COMPLETED,MXN,"12,974","15,147,822.50","5,108,097.50"
1462,56,1/7/2021,ERROR,MXN,149,"167,400",0
1463,56,1/8/2021,FAILED,MXN,"17,494","24,050,317.50",0
1464,56,1/8/2021,COMPLETED,MXN,"10,287","11,243,454","3,168,824.50"
1465,56,1/8/2021,ERROR,MXN,88,"115,481",0
1466,57,1/7/2021,COMPLETED,MXN,"20,264","6,913,410.60","1,825"
1467,57,1/7/2021,FAILED,MXN,"5,716","2,269,439",0
1468,57,1/7/2021,ERROR,MXN,59,"10,800",0
1469,57,1/7/2021,EXPIRED,MXN,7,"5,225",0
1470,57,1/8/2021,COMPLETED,MXN,"25,903","10,103,142.56","5,250"
1471,57,1/8/2021,FAILED,MXN,"6,677","2,927,596.49",0
1472,57,1/8/2021,EXPIRED,MXN,29,"38,035",0
1473,57,1/8/2021,ERROR,MXN,14,"48,975",0
1474,58,1/7/2021,IN_PROGRESS,MXN,"13,753","29,510,032.12",0
1475,58,1/7/2021,COMPLETED,MXN,"7,240","15,883,491.28",0
1476,58,1/7/2021,CANCELLED,MXN,"5,342","17,020,529.64",0
1477,58,1/7/2021,FAILED,MXN,"1,355","1,970,577.97",0
1478,58,1/8/2021,IN_PROGRESS,MXN,"15,656","41,722,223.01",0
1479,58,1/8/2021,COMPLETED,MXN,"6,835","17,799,367.98",0
1480,58,1/8/2021,CANCELLED,MXN,"3,914","17,025,871.77",0
1481,58,1/8/2021,FAILED,MXN,"1,732","2,925,801.55",0
1482,59,1/7/2021,FAILED,MXN,"16,097","21,559,721.84",0
1483,59,1/7/2021,COMPLETED,MXN,"11,325","15,409,383.66","73,227.54"
1484,59,1/7/2021,ERROR,MXN,11,"12,756.54",0
1485,59,1/7/2021,CANCELLED,MXN,4,"2,849.25",0
1486,59,1/8/2021,FAILED,MXN,"16,000","22,966,678.17",0
1487,59,1/8/2021,COMPLETED,MXN,"12,139","16,073,263.55","112,802.49"
1488,59,1/8/2021,ERROR,MXN,14,"24,973.46",0
1489,59,1/8/2021,CANCELLED,MXN,2,595.96,0
1490,60,1/7/2021,COMPLETED,MXN,"15,451","13,983,992.69","68,728.65"
1491,60,1/7/2021,FAILED,MXN,"11,791","13,020,878.86",0
1492,60,1/7/2021,EXPIRED,MXN,"1,439","1,469,982.48",0
1493,60,1/7/2021,ERROR,MXN,96,"91,643.52",0
1494,60,1/8/2021,COMPLETED,MXN,"13,825","11,526,085.42","43,030.96"
1495,60,1/8/2021,FAILED,MXN,"9,985","10,353,844.39",0
1496,60,1/8/2021,EXPIRED,MXN,"1,536","1,543,352.96",0
1497,60,1/8/2021,ERROR,MXN,35,"42,713.57",0
1498,61,1/7/2021,COMPLETED,MXN,"20,530","29,402,913.48",0
1499,61,1/7/2021,IN_PROGRESS,MXN,"5,316","5,030,173",0
1500,61,1/7/2021,FAILED,MXN,"1,484","3,795,540.50",0
1501,61,1/7/2021,CANCELLED,MXN,10,"23,375",0
1502,61,1/8/2021,COMPLETED,MXN,"20,557","29,707,693.47",0
1503,61,1/8/2021,IN_PROGRESS,MXN,"3,368","3,419,987",0
1504,61,1/8/2021,CANCELLED,MXN,"1,532","1,470,672",0
1505,61,1/8/2021,FAILED,MXN,"1,149","2,623,676.30",0
1506,62,1/7/2021,COMPLETED,MXN,"26,151","6,400,039.32",0
1507,62,1/7/2021,FAILED,MXN,602,"169,305.16",0
1508,62,1/7/2021,ERROR,MXN,16,"3,628.41",0
1509,62,1/8/2021,COMPLETED,MXN,"26,641","6,572,341.58",0
1510,62,1/8/2021,FAILED,MXN,507,"132,247.92",0
1511,62,1/8/2021,ERROR,MXN,1,140,0
1512,63,1/7/2021,COMPLETED,MXN,"22,745","41,148,358.68",0
1513,63,1/7/2021,FAILED,MXN,"3,423","7,819,120.43",0
1514,63,1/7/2021,CANCELLED,MXN,24,"48,407",0
1515,63,1/8/2021,COMPLETED,MXN,"24,651","47,084,601.33",0
1516,63,1/8/2021,FAILED,MXN,"2,719","5,699,219.85",0
1517,63,1/8/2021,CANCELLED,MXN,2,"6,190",0
1518,64,1/7/2021,COMPLETED,MXN,"15,813","3,320,128.79",0
1519,64,1/7/2021,FAILED,MXN,"9,500","1,862,447.40",0
1520,64,1/7/2021,ERROR,MXN,24,"5,008",0
1521,64,1/8/2021,COMPLETED,MXN,"16,097","3,616,318.90",0
1522,64,1/8/2021,FAILED,MXN,"9,283","1,959,527.71",0
1523,64,1/8/2021,ERROR,MXN,12,"1,150",0
1524,65,1/7/2021,COMPLETED,MXN,"13,769","63,760,939.40","713,932.49"
1525,65,1/7/2021,COMPLETED,USD,299,"135,720.75","1,670.64"
1526,65,1/7/2021,FAILED,MXN,"11,122","66,611,194.40",0
1527,65,1/7/2021,FAILED,USD,143,"43,396.23",0
1528,65,1/7/2021,EXPIRED,MXN,652,"3,240,263.62",0
1529,65,1/7/2021,IN_PROGRESS,MXN,140,"565,922.24",0
1530,65,1/7/2021,IN_PROGRESS,USD,4,143.59,0
1531,65,1/7/2021,CANCELLED,MXN,133,"1,469,361.55",0
1532,65,1/7/2021,CANCELLED,USD,4,814.81,0
1533,65,1/7/2021,ERROR,MXN,34,"160,028.89",0
1534,65,1/7/2021,ERROR,USD,4,451.26,0
1535,65,1/7/2021,CHARGE_PENDING,MXN,1,499,0
1536,65,1/8/2021,COMPLETED,MXN,"11,361","50,219,346.16","459,096.41"
1537,65,1/8/2021,COMPLETED,USD,162,"59,009.22",0
1538,65,1/8/2021,FAILED,MXN,"10,037","52,393,072.54",0
1539,65,1/8/2021,FAILED,USD,118,"42,701.36",0
1540,65,1/8/2021,EXPIRED,MXN,636,"3,031,298.89",0
1541,65,1/8/2021,IN_PROGRESS,MXN,123,"439,404.74",0
1542,65,1/8/2021,IN_PROGRESS,USD,1,194.68,0
1543,65,1/8/2021,CANCELLED,MXN,57,"201,565.17",0
1544,65,1/8/2021,CANCELLED,USD,1,174.07,0
1545,65,1/8/2021,ERROR,USD,19,"7,109.11",0
1546,65,1/8/2021,ERROR,MXN,8,"54,480.72",0
1547,66,1/7/2021,COMPLETED,MXN,"23,247","1,841,468.50",0
1548,66,1/7/2021,FAILED,MXN,484,"40,254",0
1549,66,1/7/2021,CANCELLED,MXN,19,"2,650",0
1550,66,1/8/2021,COMPLETED,MXN,"24,213","1,941,824.50",0
1551,66,1/8/2021,FAILED,MXN,467,"43,441.99",0
1552,66,1/8/2021,CANCELLED,MXN,3,280,0
1553,67,1/7/2021,FAILED,MXN,"15,043","6,169,680.59",0
1554,67,1/7/2021,COMPLETED,MXN,"8,897","2,618,790.33","31,943.16"
1555,67,1/7/2021,CHARGE_PENDING,MXN,155,"59,020.89",0
1556,67,1/7/2021,ERROR,MXN,9,"4,080",0
1557,67,1/7/2021,IN_PROGRESS,MXN,1,496,0
1558,67,1/8/2021,FAILED,MXN,"15,289","6,548,933.65",0
1559,67,1/8/2021,COMPLETED,MXN,"8,764","2,696,870.28","27,472.34"
1560,67,1/8/2021,CANCELLED,MXN,91,"26,412.68",0
1561,67,1/8/2021,CHARGE_PENDING,MXN,60,"31,341.13",0
1562,67,1/8/2021,ERROR,MXN,2,992,0
1563,68,1/7/2021,COMPLETED,MXN,"14,160","9,070,069.50",0
1564,68,1/7/2021,IN_PROGRESS,MXN,"10,846","7,251,581",0
1565,68,1/7/2021,FAILED,MXN,"1,091","692,134.50",0
1566,68,1/8/2021,COMPLETED,MXN,"9,378","6,140,850",0
1567,68,1/8/2021,IN_PROGRESS,MXN,"7,907","5,491,767.86",0
1568,68,1/8/2021,FAILED,MXN,782,"526,911.50",0
1569,69,1/7/2021,COMPLETED,MXN,"15,642","3,442,991.57",0
1570,69,1/7/2021,FAILED,MXN,"11,844","7,050,058.44",0
1571,69,1/7/2021,CANCELLED,MXN,480,"549,388.45",0
1572,69,1/7/2021,ERROR,MXN,42,"20,152.33",0
1573,69,1/8/2021,COMPLETED,MXN,"9,433","2,172,294.18",0
1574,69,1/8/2021,FAILED,MXN,"6,172","4,432,568.86",0
1575,69,1/8/2021,CANCELLED,MXN,374,"425,998.73",0
1576,69,1/8/2021,ERROR,MXN,11,"1,978.52","38,500"
1577,70,1/7/2021,COMPLETED,MXN,"21,078","108,253,589.35",0
1578,70,1/7/2021,CANCELLED,MXN,31,"79,862",0
1579,70,1/7/2021,FAILED,MXN,22,"63,793",0
1580,70,1/8/2021,COMPLETED,MXN,"22,091","115,566,061.63",0
1581,70,1/8/2021,FAILED,MXN,38,"121,060.89",0
1582,71,1/7/2021,COMPLETED,MXN,"10,717","12,530,116.10","585,092.01"
1583,71,1/7/2021,FAILED,MXN,"8,799","14,280,202.94",0
1584,71,1/7/2021,CANCELLED,MXN,208,"253,481.09",0
1585,71,1/7/2021,IN_PROGRESS,MXN,89,"160,399.35",0
1586,71,1/7/2021,EXPIRED,MXN,74,"517,212.88",0
1587,71,1/7/2021,ERROR,MXN,14,"15,244.59",0
1588,71,1/8/2021,COMPLETED,MXN,"12,212","14,788,951.42","578,725.87"
1589,71,1/8/2021,FAILED,MXN,"10,352","17,184,165.18",0
1590,71,1/8/2021,CANCELLED,MXN,180,"300,304.34",0
1591,71,1/8/2021,IN_PROGRESS,MXN,150,"373,260.29",0
1592,71,1/8/2021,EXPIRED,MXN,121,"611,433.71",0
1593,71,1/8/2021,ERROR,MXN,13,"11,482.04",0
1594,72,1/7/2021,COMPLETED,MXN,"21,309","163,933,200.34",0
1595,72,1/7/2021,FAILED,MXN,78,"312,560",0
1596,72,1/7/2021,CANCELLED,MXN,11,"27,839",0
1597,72,1/8/2021,COMPLETED,MXN,"20,870","161,952,549.77",0
1598,72,1/8/2021,FAILED,MXN,78,"347,076",0
1599,73,1/7/2021,COMPLETED,MXN,"17,651","51,579,476.66",0
1600,73,1/7/2021,FAILED,MXN,"4,739","14,706,642.29",0
1601,73,1/7/2021,ERROR,MXN,10,"28,654.24",0
1602,73,1/8/2021,COMPLETED,MXN,"14,149","45,813,303.24",0
1603,73,1/8/2021,FAILED,MXN,"3,983","13,742,616.12",0
1604,73,1/8/2021,ERROR,MXN,2,"11,346.60",0
1605,74,1/7/2021,FAILED,MXN,"16,998","1,512,822",0
1606,74,1/7/2021,COMPLETED,MXN,"2,837","252,493","8,366"
1607,74,1/7/2021,ERROR,MXN,7,623,0
1608,74,1/8/2021,FAILED,MXN,"16,145","1,436,905",0
1609,74,1/8/2021,COMPLETED,MXN,"2,690","239,410","8,989"
1610,74,1/8/2021,ERROR,MXN,6,534,0
1611,75,1/7/2021,COMPLETED,MXN,"13,619","2,938,890.51","1,406.27"
1612,75,1/7/2021,FAILED,MXN,"4,732","$693,770.08 ",0
1613,75,1/7/2021,ERROR,MXN,23,"4,861.80",0
1614,75,1/7/2021,CANCELLED,MXN,4,51.07,0
1615,75,1/7/2021,IN_PROGRESS,MXN,1,300,0
1616,75,1/8/2021,COMPLETED,MXN,"13,930","3,055,846.96","6,214.74"
1617,75,1/8/2021,FAILED,MXN,"5,730","963,595.68",0
1618,75,1/8/2021,CANCELLED,MXN,7,"78,512.95",0
1619,75,1/8/2021,ERROR,MXN,2,747.84,0
1620,76,1/7/2021,COMPLETED,MXN,"8,966","9,483,967.71","187,956.87"
1621,76,1/7/2021,FAILED,MXN,"8,761","10,352,777.04",0
1622,76,1/7/2021,CANCELLED,MXN,15,"15,079.43",0
1623,76,1/7/2021,ERROR,MXN,12,"10,311.51",0
1624,76,1/7/2021,IN_PROGRESS,MXN,1,686.96,0
1625,76,1/8/2021,FAILED,MXN,"10,606","10,458,569.82",0
1626,76,1/8/2021,COMPLETED,MXN,"9,566","7,972,803.19","216,301.73"
1627,76,1/8/2021,CANCELLED,MXN,18,"800,255.99",0
1628,76,1/8/2021,ERROR,MXN,2,"1,086.97",0
1629,77,1/7/2021,COMPLETED,MXN,"7,002","1,939,091.70","252,309.96"
1630,77,1/7/2021,FAILED,MXN,"5,732","5,345,429.99",0
1631,77,1/7/2021,ERROR,MXN,7,374.9,0
1632,77,1/8/2021,COMPLETED,MXN,"12,547","3,658,602.10","495,081.57"
1633,77,1/8/2021,FAILED,MXN,"12,106","8,702,518.11",0
1634,77,1/8/2021,ERROR,MXN,8,"2,870.63",0
1635,78,1/7/2021,COMPLETED,MXN,"9,157","2,281,109","27,676"
1636,78,1/7/2021,FAILED,MXN,"6,833","1,973,894",0
1637,78,1/7/2021,ERROR,MXN,24,"5,012",0
1638,78,1/8/2021,COMPLETED,MXN,"12,102","2,721,783","26,172"
1639,78,1/8/2021,FAILED,MXN,"8,125","2,521,931",0
1640,78,1/8/2021,ERROR,MXN,2,678,0
1641,79,1/7/2021,COMPLETED,MXN,"16,878","67,992,774.17",0
1642,79,1/7/2021,FAILED,MXN,101,"314,332",0
1643,79,1/7/2021,CANCELLED,MXN,23,"76,642",0
1644,79,1/8/2021,COMPLETED,MXN,"17,926","72,159,624.78",0
1645,79,1/8/2021,FAILED,MXN,85,"228,316",0
1646,80,1/7/2021,COMPLETED,MXN,"11,708","4,902,542.33","45,332.70"
1647,80,1/7/2021,FAILED,MXN,"4,493","2,405,217.14",0
1648,80,1/7/2021,EXPIRED,MXN,"2,297","1,150,339.91",0
1649,80,1/7/2021,CANCELLED,MXN,12,"21,127.60",0
1650,80,1/7/2021,ERROR,MXN,8,"2,120.92","38,500"
1651,80,1/8/2021,COMPLETED,MXN,"10,341","4,362,362.96","38,757.42"
1652,80,1/8/2021,FAILED,MXN,"4,603","2,451,737.21",0
1653,80,1/8/2021,EXPIRED,MXN,"1,432","724,042.43",0
1654,80,1/8/2021,CANCELLED,MXN,65,"38,486.55",0
1655,80,1/8/2021,ERROR,MXN,4,960.96,0
1656,80,1/8/2021,CHARGE_PENDING,MXN,1,260,0
1657,81,1/7/2021,FAILED,MXN,"7,929","3,354,380",0
1658,81,1/7/2021,COMPLETED,MXN,"7,920","3,289,082","21,597"
1659,81,1/7/2021,EXPIRED,MXN,475,"172,699",0
1660,81,1/7/2021,IN_PROGRESS,MXN,271,"119,173",0
1661,81,1/7/2021,ERROR,MXN,56,"26,756",0
1662,81,1/7/2021,CANCELLED,MXN,5,500,0
1663,81,1/8/2021,FAILED,MXN,"8,259","3,354,718",0
1664,81,1/8/2021,COMPLETED,MXN,"7,484","2,879,523","4,450"
1665,81,1/8/2021,EXPIRED,MXN,377,"158,876",0
1666,81,1/8/2021,IN_PROGRESS,MXN,314,"94,322",0
1667,81,1/8/2021,ERROR,MXN,22,"12,095",0
1668,81,1/8/2021,CANCELLED,MXN,1,100,0
1669,82,1/7/2021,FAILED,MXN,"8,697","66,305,307.36",0
1670,82,1/7/2021,COMPLETED,MXN,"5,409","19,450,169.52",0
1671,82,1/7/2021,EXPIRED,MXN,"1,957","6,469,522.96",0
1672,82,1/7/2021,ERROR,MXN,7,"7,012.78",0
1673,82,1/8/2021,FAILED,MXN,"9,147","62,815,757.77",0
1674,82,1/8/2021,COMPLETED,MXN,"5,507","15,524,305.47",0
1675,82,1/8/2021,EXPIRED,MXN,"1,132","5,014,323.02",0
1676,82,1/8/2021,ERROR,MXN,7,"24,191.50",0
1677,83,1/7/2021,IN_PROGRESS,MXN,"8,081","25,394,553.09",0
1678,83,1/7/2021,COMPLETED,MXN,"6,333","28,224,690.95",0
1679,83,1/7/2021,FAILED,MXN,558,"2,171,542.00",0
1680,83,1/7/2021,CANCELLED,MXN,2,"66,129.94",0
1681,83,1/8/2021,IN_PROGRESS,MXN,"8,305","26,964,259.56",0
1682,83,1/8/2021,COMPLETED,MXN,"6,650","28,788,819.11",0
1683,83,1/8/2021,CANCELLED,MXN,"1,233","$3,921,781.70 ",0
1684,83,1/8/2021,FAILED,MXN,593,"2,299,845.10",0
1685,84,1/7/2021,IN_PROGRESS,MXN,"14,421","59,363,140",0
1686,84,1/7/2021,COMPLETED,MXN,119,"485,045",0
1687,84,1/7/2021,FAILED,MXN,13,"43,904.80",0
1688,84,1/8/2021,IN_PROGRESS,MXN,"16,098","57,827,120",0
1689,84,1/8/2021,COMPLETED,MXN,139,"490,453",0
1690,84,1/8/2021,FAILED,MXN,21,"100,430",0
1691,85,1/7/2021,CANCELLED,MXN,"8,678","6,952,484.92",0
1692,85,1/7/2021,COMPLETED,MXN,"5,709","10,337,640.83",0
1693,85,1/7/2021,IN_PROGRESS,MXN,179,"64,914.83",0
1694,85,1/8/2021,CANCELLED,MXN,"9,607","7,605,297.49",0
1695,85,1/8/2021,COMPLETED,MXN,"5,752","10,336,797.42",0
1696,85,1/8/2021,IN_PROGRESS,MXN,330,"99,762.78",0
1697,86,1/7/2021,FAILED,MXN,"12,253","6,982,366.60",0
1698,86,1/7/2021,COMPLETED,MXN,"4,672","1,402,019.45","5,622.06"
1699,86,1/7/2021,CANCELLED,MXN,116,"202,651.46",0
1700,86,1/7/2021,ERROR,MXN,11,"2,214.66","38,500"
1701,86,1/8/2021,FAILED,MXN,"9,913","6,998,213.01",0
1702,86,1/8/2021,COMPLETED,MXN,"3,151","1,253,021.79","1,451.88"
1703,86,1/8/2021,CANCELLED,MXN,97,"149,371.17",0
1704,87,1/7/2021,IN_PROGRESS,MXN,"12,263","14,840,736.19",0
1705,87,1/7/2021,COMPLETED,MXN,"1,502","2,246,647.50",0
1706,87,1/7/2021,FAILED,MXN,170,"255,288.80",0
1707,87,1/8/2021,IN_PROGRESS,MXN,"12,825","18,695,875.71",0
1708,87,1/8/2021,COMPLETED,MXN,"1,364","1,980,545.63",0
1709,87,1/8/2021,FAILED,MXN,178,"299,075.05",0
1710,88,1/7/2021,COMPLETED,MXN,"11,035","1,516,234.05",0
1711,88,1/7/2021,FAILED,MXN,"5,791","2,955,265.94",0
1712,88,1/7/2021,CANCELLED,MXN,608,"486,881.40",0
1713,88,1/7/2021,ERROR,MXN,24,"2,563.29",0
1714,88,1/8/2021,COMPLETED,MXN,"6,935","973,304.08",0
1715,88,1/8/2021,FAILED,MXN,"3,432","1,746,622.94",0
1716,88,1/8/2021,CANCELLED,MXN,381,"223,536.33",0
1717,88,1/8/2021,ERROR,MXN,6,467.32,0
1718,89,1/7/2021,COMPLETED,MXN,"8,000","3,478,951.50","3,443"
1719,89,1/7/2021,FAILED,MXN,"5,291","1,568,871",0
1720,89,1/7/2021,IN_PROGRESS,MXN,257,"350,941",0
1721,89,1/7/2021,CANCELLED,MXN,96,"127,435.50",0
1722,89,1/7/2021,ERROR,MXN,4,"7,789",0
1723,89,1/8/2021,COMPLETED,MXN,"8,149","3,833,640","7,428"
1724,89,1/8/2021,FAILED,MXN,"5,751","2,021,139",0
1725,89,1/8/2021,IN_PROGRESS,MXN,374,"479,772",0
1726,89,1/8/2021,CANCELLED,MXN,108,"157,066",0
1727,89,1/8/2021,EXPIRED,MXN,13,"23,150",0
1728,89,1/8/2021,ERROR,MXN,2,178,0
1729,90,1/7/2021,COMPLETED,MXN,"10,231","16,698,476","17,290"
1730,90,1/7/2021,FAILED,MXN,"2,563","5,838,407.60",0
1731,90,1/7/2021,IN_PROGRESS,MXN,"1,009","1,507,260",0
1732,90,1/7/2021,CANCELLED,MXN,80,"147,770",0
1733,90,1/7/2021,ERROR,MXN,9,"11,740",0
1734,90,1/8/2021,COMPLETED,MXN,"9,874","18,355,945","1,171,940"
1735,90,1/8/2021,FAILED,MXN,"2,706","12,654,766.70",0
1736,90,1/8/2021,IN_PROGRESS,MXN,"1,069","1,684,270",0
1737,90,1/8/2021,CANCELLED,MXN,57,"90,760",0
1738,91,1/7/2021,COMPLETED,MXN,"10,421","1,421,815",0
1739,91,1/7/2021,FAILED,MXN,"3,073","475,211.10",0
1740,91,1/7/2021,CANCELLED,MXN,10,"1,422",0
1741,91,1/8/2021,COMPLETED,MXN,"10,718","1,469,891",0
1742,91,1/8/2021,FAILED,MXN,"2,772","427,628.90",0
1743,91,1/8/2021,CANCELLED,MXN,1,89,0
1744,92,1/7/2021,FAILED,MXN,"23,889","22,270,701.04",0
1745,92,1/7/2021,COMPLETED,MXN,435,"335,908.17","97,738.16"
1746,92,1/7/2021,CANCELLED,MXN,83,"45,493.31",0
1747,92,1/7/2021,ERROR,MXN,3,"3,061.75",0
1748,92,1/8/2021,FAILED,MXN,"1,928","1,698,990.83",0
1749,92,1/8/2021,COMPLETED,MXN,243,"190,967.69","26,427.25"
1750,92,1/8/2021,CANCELLED,MXN,75,"41,322.30",0
1751,93,1/7/2021,FAILED,MXN,"10,087","24,826,586.99",0
1752,93,1/7/2021,COMPLETED,MXN,"4,484","10,827,157.94","262,169.25"
1753,93,1/7/2021,CANCELLED,MXN,328,"838,297.13",0
1754,93,1/7/2021,ERROR,MXN,8,"26,631.18",0
1755,93,1/8/2021,FAILED,MXN,"8,163","21,066,347.45",0
1756,93,1/8/2021,COMPLETED,MXN,"3,226","8,419,207.01","276,983.13"
1757,93,1/8/2021,CANCELLED,MXN,215,"601,477.49",0
1758,94,1/7/2021,FAILED,MXN,"6,450","6,368,558.48",0
1759,94,1/7/2021,COMPLETED,MXN,"6,030","4,729,586.14","131,427.39"
1760,94,1/7/2021,ERROR,MXN,5,"4,175.15",0
1761,94,1/7/2021,CANCELLED,MXN,2,664.65,0
1762,94,1/8/2021,FAILED,MXN,"7,027","6,659,854.01",0
1763,94,1/8/2021,COMPLETED,MXN,"6,666","5,528,022.07","137,133.03"
1764,94,1/8/2021,CANCELLED,MXN,4,"7,563.45",0
1765,95,1/7/2021,COMPLETED,MXN,"5,232","1,595,848.15","4,379"
1766,95,1/7/2021,CANCELLED,MXN,"5,014","2,169,685",0
1767,95,1/7/2021,FAILED,MXN,"1,484","466,776.08",0
1768,95,1/7/2021,IN_PROGRESS,MXN,384,"603,416",0
1769,95,1/7/2021,ERROR,MXN,9,"3,191",0
1770,95,1/8/2021,COMPLETED,MXN,"5,298","1,654,148.01","5,928"
