tx_agg_id,merchant_id,op_month_date,status,cc,tx_cnt,tx_amt,cb_amt,total_terminal_tx_amt,completed_tx_cnt_per,all_statuses_flag
1035,4,2021-07-01,ERROR,MXN,1150,97923.0,0.0,0.0,0.6588401219586622,0
1036,4,2021-07-01,IN_PROGRESS,MXN,4,255.19,0.0,0.0,0.6588401219586622,0
1037,4,2021-08-01,COMPLETED,MXN,869162,61808315.01,395699.31,12919153058.399994,0.6833754499294737,0
1038,4,2021-08-01,FAILED,MXN,365878,27945608.75,0.0,9063826205.330002,0.6833754499294737,0
1039,4,2021-08-01,CANCELLED,MXN,36408,5341475.28,0.0,0.0,0.6833754499294737,0
1040,4,2021-08-01,ERROR,MXN,418,36899.61,0.0,0.0,0.6833754499294737,0
1041,5,2021-07-01,FAILED,MXN,1528610,221300080.12,0.0,9063826205.330002,0.03594910135093989,0
1042,5,2021-07-01,COMPLETED,MXN,57263,7639903.39,26570.79,12919153058.399994,0.03594910135093989,0
1043,5,2021-07-01,CANCELLED,MXN,3718,43548.84,0.0,0.0,0.03594910135093989,0
1044,5,2021-07-01,ERROR,MXN,3285,389909.87,0.0,0.0,0.03594910135093989,0
1045,5,2021-07-01,IN_PROGRESS,MXN,15,1917.0,0.0,0.0,0.03594910135093989,0
1046,5,2021-08-01,FAILED,MXN,587480,83874503.08,0.0,9063826205.330002,0.04550878398972769,0
1047,5,2021-08-01,COMPLETED,MXN,28070,4001703.46,13986.54,12919153058.399994,0.04550878398972769,0
1048,5,2021-08-01,CANCELLED,MXN,1006,9585.83,0.0,0.0,0.04550878398972769,0
1049,5,2021-08-01,ERROR,MXN,247,28747.76,0.0,0.0,0.04550878398972769,0
1050,5,2021-08-01,IN_PROGRESS,MXN,1,99.03,0.0,0.0,0.04550878398972769,0
1051,6,2021-07-01,FAILED,MXN,632051,512482460.57,0.0,9063826205.330002,0.39829061128751586,0
1052,6,2021-07-01,COMPLETED,MXN,419077,304352460.96,0.0,12919153058.399994,0.39829061128751586,0
1053,6,2021-07-01,ERROR,MXN,1061,809507.47,0.0,0.0,0.39829061128751586,0
1054,6,2021-08-01,FAILED,MXN,619928,459733157.74,0.0,9063826205.330002,0.3998209039028428,0
